underlying_id,valuedate,settle_value,ticker
BO  U4,11-Aug-14,34.92,BOU14 Comdty
BO  V7,11-Aug-14,37.11,BOV7 Comdty
BO  Q5,11-Aug-14,36.24,BOQ15 Comdty
BO  K5,11-Aug-14,35.96,BOK15 Comdty
BO  H5,11-Aug-14,35.71,BOH15 Comdty
BO  N5,11-Aug-14,36.14,BON15 Comdty
BO  U5,11-Aug-14,36.3,BOU15 Comdty
BO  F5,11-Aug-14,35.42,BOF15 Comdty
BO  V5,11-Aug-14,36.23,BOV15 Comdty
BO  Z6,11-Aug-14,37.11,BOZ6 Comdty
BO  Z7,11-Aug-14,37.11,BOZ7 Comdty
BO  V6,11-Aug-14,37.16,BOV6 Comdty
BO  H6,11-Aug-14,36.79,BOH6 Comdty
BO  U6,11-Aug-14,37.16,BOU6 Comdty
BO  N7,11-Aug-14,37.11,BON7 Comdty
BO  F6,11-Aug-14,36.51,BOF16 Comdty
BO  K6,12-Aug-14,36.9,BOK6 Comdty
BO  V4,12-Aug-14,34.71,BOV14 Comdty
BO  Z5,12-Aug-14,36.33,BOZ5 Comdty
BO  Q4,12-Aug-14,34.62,BOQ14 Comdty
BO  N5,12-Aug-14,36.03,BON15 Comdty
BO  Z4,12-Aug-14,34.98,BOZ14 Comdty
BO  F5,12-Aug-14,35.23,BOF15 Comdty
BO  Q6,12-Aug-14,37.14,BOQ6 Comdty
BO  V5,12-Aug-14,36.21,BOV15 Comdty
BO  U5,12-Aug-14,36.21,BOU15 Comdty
BO  Q5,12-Aug-14,36.14,BOQ15 Comdty
BO  K5,12-Aug-14,35.8,BOK15 Comdty
BO  H5,12-Aug-14,35.53,BOH15 Comdty
BO  H6,12-Aug-14,36.69,BOH6 Comdty
BO  U4,12-Aug-14,34.64,BOU14 Comdty
BO  F6,12-Aug-14,36.46,BOF16 Comdty
BO  V7,12-Aug-14,37.01,BOV7 Comdty
BO  Z6,12-Aug-14,37.01,BOZ6 Comdty
BO  N7,12-Aug-14,37.01,BON7 Comdty
BO  Z7,12-Aug-14,37.01,BOZ7 Comdty
BO  V6,12-Aug-14,37.19,BOV6 Comdty
BO  N6,12-Aug-14,37.11,BON6 Comdty
BO  U6,12-Aug-14,37.19,BOU6 Comdty
BO  V4,13-Aug-14,34.05,BOV14 Comdty
BO  Q4,13-Aug-14,33.95,BOQ14 Comdty
BO  Z4,13-Aug-14,34.32,BOZ14 Comdty
BO  Z5,13-Aug-14,35.66,BOZ5 Comdty
BO  K6,13-Aug-14,36.34,BOK6 Comdty
BO  V7,13-Aug-14,36.29,BOV7 Comdty
BO  U4,13-Aug-14,33.98,BOU14 Comdty
BO  K5,13-Aug-14,35.16,BOK15 Comdty
BO  N5,13-Aug-14,35.38,BON15 Comdty
BO  V5,13-Aug-14,35.49,BOV15 Comdty
BO  U5,13-Aug-14,35.51,BOU15 Comdty
BO  F5,13-Aug-14,34.58,BOF15 Comdty
BO  H5,13-Aug-14,34.88,BOH15 Comdty
BO  H6,13-Aug-14,36.04,BOH6 Comdty
BO  Q5,13-Aug-14,35.45,BOQ15 Comdty
BO  V6,13-Aug-14,36.47,BOV6 Comdty
BO  N7,13-Aug-14,36.29,BON7 Comdty
BO  Z7,13-Aug-14,36.29,BOZ7 Comdty
BO  N6,13-Aug-14,36.5,BON6 Comdty
BO  Z6,13-Aug-14,36.29,BOZ6 Comdty
BO  U6,13-Aug-14,36.47,BOU6 Comdty
BO  F6,13-Aug-14,35.8,BOF16 Comdty
BO  Q6,13-Aug-14,36.37,BOQ6 Comdty
BO  V4,14-Aug-14,33.59,BOV14 Comdty
BO  Q4,14-Aug-14,33.6,BOQ14 Comdty
BO  F5,14-Aug-14,34.15,BOF15 Comdty
BO  Z4,14-Aug-14,33.86,BOZ14 Comdty
BO  K5,14-Aug-14,34.75,BOK15 Comdty
BO  K6,14-Aug-14,36.02,BOK6 Comdty
BO  U5,14-Aug-14,35.22,BOU15 Comdty
BO  Z5,14-Aug-14,35.34,BOZ5 Comdty
BO  Z7,14-Aug-14,36.04,BOZ7 Comdty
BO  N6,14-Aug-14,36.24,BON6 Comdty
BO  U6,14-Aug-14,36.22,BOU6 Comdty
BO  Q6,14-Aug-14,36.21,BOQ6 Comdty
BO  F6,14-Aug-14,35.49,BOF16 Comdty
BO  H6,14-Aug-14,35.73,BOH6 Comdty
BO  V6,14-Aug-14,36.22,BOV6 Comdty
BO  Q5,14-Aug-14,35.14,BOQ15 Comdty
BO  V7,14-Aug-14,36.04,BOV7 Comdty
BO  U4,14-Aug-14,33.51,BOU14 Comdty
BO  N5,14-Aug-14,35.01,BON15 Comdty
BO  V5,14-Aug-14,35.23,BOV15 Comdty
BO  H5,14-Aug-14,34.46,BOH15 Comdty
BO  N7,14-Aug-14,36.04,BON7 Comdty
BO  Z6,14-Aug-14,36.04,BOZ6 Comdty
BO  Z4,15-Aug-14,33.21,BOZ14 Comdty
BO  N6,15-Aug-14,35.7,BON6 Comdty
BO  K6,15-Aug-14,35.46,BOK6 Comdty
BO  U4,15-Aug-14,32.87,BOU14 Comdty
BO  V4,15-Aug-14,32.95,BOV14 Comdty
BO  U6,15-Aug-14,35.88,BOU6 Comdty
BO  Q6,15-Aug-14,35.78,BOQ6 Comdty
BO  Z6,15-Aug-14,36.04,BOZ6 Comdty
BO  Z5,15-Aug-14,34.8,BOZ5 Comdty
BO  H5,15-Aug-14,33.81,BOH15 Comdty
BO  F6,15-Aug-14,34.97,BOF16 Comdty
BO  V7,15-Aug-14,36.04,BOV7 Comdty
BO  U5,15-Aug-14,34.63,BOU15 Comdty
BO  V6,15-Aug-14,36,BOV6 Comdty
BO  H6,15-Aug-14,35.19,BOH6 Comdty
BO  Q5,15-Aug-14,34.53,BOQ15 Comdty
BO  N7,15-Aug-14,36.04,BON7 Comdty
BO  F5,15-Aug-14,33.5,BOF15 Comdty
BO  K5,15-Aug-14,34.09,BOK15 Comdty
BO  N5,15-Aug-14,34.38,BON15 Comdty
BO  V5,15-Aug-14,34.67,BOV15 Comdty
BO  Z7,15-Aug-14,36.04,BOZ7 Comdty
BO  Z4,18-Aug-14,33.33,BOZ14 Comdty
BO  V4,18-Aug-14,33.05,BOV14 Comdty
BO  V7,18-Aug-14,35.9,BOV7 Comdty
BO  Z5,18-Aug-14,34.87,BOZ5 Comdty
BO  Q6,18-Aug-14,35.76,BOQ6 Comdty
BO  N5,18-Aug-14,34.45,BON15 Comdty
BO  N6,18-Aug-14,35.71,BON6 Comdty
BO  V5,18-Aug-14,34.71,BOV15 Comdty
BO  K6,18-Aug-14,35.49,BOK6 Comdty
BO  H5,18-Aug-14,33.91,BOH15 Comdty
BO  K5,18-Aug-14,34.19,BOK15 Comdty
BO  V6,18-Aug-14,35.81,BOV6 Comdty
BO  U4,18-Aug-14,32.96,BOU14 Comdty
BO  Q5,18-Aug-14,34.58,BOQ15 Comdty
BO  U5,18-Aug-14,34.65,BOU15 Comdty
BO  Z7,18-Aug-14,35.9,BOZ7 Comdty
BO  Z6,18-Aug-14,35.9,BOZ6 Comdty
BO  U6,18-Aug-14,35.77,BOU6 Comdty
BO  F5,18-Aug-14,33.61,BOF15 Comdty
BO  F6,18-Aug-14,35.03,BOF16 Comdty
BO  H6,18-Aug-14,35.27,BOH6 Comdty
BO  N7,18-Aug-14,35.9,BON7 Comdty
BO  K6,19-Aug-14,35.21,BOK6 Comdty
BO  Z4,19-Aug-14,33.01,BOZ14 Comdty
BO  Z5,19-Aug-14,34.58,BOZ5 Comdty
BO  V4,19-Aug-14,32.75,BOV14 Comdty
BO  V7,19-Aug-14,35.43,BOV7 Comdty
BO  N6,19-Aug-14,35.43,BON6 Comdty
BO  Q6,19-Aug-14,35.41,BOQ6 Comdty
BO  F6,19-Aug-14,34.74,BOF16 Comdty
BO  H6,19-Aug-14,34.99,BOH6 Comdty
BO  F5,19-Aug-14,33.31,BOF15 Comdty
BO  Q5,19-Aug-14,34.28,BOQ15 Comdty
BO  H5,19-Aug-14,33.64,BOH15 Comdty
BO  U5,19-Aug-14,34.39,BOU15 Comdty
BO  V5,19-Aug-14,34.44,BOV15 Comdty
BO  N5,19-Aug-14,34.15,BON15 Comdty
BO  K5,19-Aug-14,33.91,BOK15 Comdty
BO  U4,19-Aug-14,32.66,BOU14 Comdty
BO  Z6,19-Aug-14,35.43,BOZ6 Comdty
BO  N7,19-Aug-14,35.43,BON7 Comdty
BO  V6,19-Aug-14,35.42,BOV6 Comdty
BO  Z7,19-Aug-14,35.43,BOZ7 Comdty
BO  U6,19-Aug-14,35.42,BOU6 Comdty
BO  Z5,20-Aug-14,34.73,BOZ5 Comdty
BO  Z4,20-Aug-14,33.22,BOZ14 Comdty
BO  F5,20-Aug-14,33.51,BOF15 Comdty
BO  V4,20-Aug-14,32.95,BOV14 Comdty
BO  Q5,20-Aug-14,34.45,BOQ15 Comdty
BO  H6,20-Aug-14,35.13,BOH6 Comdty
BO  V7,20-Aug-14,35.57,BOV7 Comdty
BO  N6,20-Aug-14,35.5,BON6 Comdty
BO  U4,20-Aug-14,32.86,BOU14 Comdty
BO  V6,20-Aug-14,35.43,BOV6 Comdty
BO  K5,20-Aug-14,34.1,BOK15 Comdty
BO  U6,20-Aug-14,35.46,BOU6 Comdty
BO  H5,20-Aug-14,33.84,BOH15 Comdty
BO  K6,20-Aug-14,35.37,BOK6 Comdty
BO  V5,20-Aug-14,34.6,BOV15 Comdty
BO  U5,20-Aug-14,34.56,BOU15 Comdty
BO  N5,20-Aug-14,34.32,BON15 Comdty
BO  N7,20-Aug-14,35.57,BON7 Comdty
BO  Z6,20-Aug-14,35.57,BOZ6 Comdty
BO  Z7,20-Aug-14,35.57,BOZ7 Comdty
BO  F6,20-Aug-14,34.89,BOF16 Comdty
BO  Q6,20-Aug-14,35.52,BOQ6 Comdty
BO  Z4,21-Aug-14,33.11,BOZ14 Comdty
BO  Z5,21-Aug-14,34.57,BOZ5 Comdty
BO  N6,21-Aug-14,35.34,BON6 Comdty
BO  N5,21-Aug-14,34.18,BON15 Comdty
BO  V4,21-Aug-14,32.86,BOV14 Comdty
BO  U4,21-Aug-14,32.78,BOU14 Comdty
BO  U5,21-Aug-14,34.41,BOU15 Comdty
BO  V7,21-Aug-14,35.39,BOV7 Comdty
BO  K5,21-Aug-14,33.95,BOK15 Comdty
BO  V5,21-Aug-14,34.45,BOV15 Comdty
BO  H5,21-Aug-14,33.7,BOH15 Comdty
BO  Q5,21-Aug-14,34.31,BOQ15 Comdty
BO  Z6,21-Aug-14,35.39,BOZ6 Comdty
BO  F5,21-Aug-14,33.4,BOF15 Comdty
BO  F6,21-Aug-14,34.73,BOF16 Comdty
BO  N7,21-Aug-14,35.39,BON7 Comdty
BO  K6,21-Aug-14,35.21,BOK6 Comdty
BO  V6,21-Aug-14,35.27,BOV6 Comdty
BO  Z7,21-Aug-14,35.39,BOZ7 Comdty
BO  U6,21-Aug-14,35.3,BOU6 Comdty
BO  H6,21-Aug-14,34.97,BOH6 Comdty
BO  Q6,21-Aug-14,35.36,BOQ6 Comdty
BO  V4,22-Aug-14,32.4,BOV14 Comdty
BO  Z5,22-Aug-14,34.01,BOZ5 Comdty
BO  Z4,22-Aug-14,32.6,BOZ14 Comdty
BO  N5,22-Aug-14,33.66,BON15 Comdty
BO  N6,22-Aug-14,34.98,BON6 Comdty
BO  K5,22-Aug-14,33.43,BOK15 Comdty
BO  K6,22-Aug-14,34.69,BOK6 Comdty
BO  H5,22-Aug-14,33.18,BOH15 Comdty
BO  V7,22-Aug-14,35.1,BOV7 Comdty
BO  Q5,22-Aug-14,33.78,BOQ15 Comdty
BO  U5,22-Aug-14,33.87,BOU15 Comdty
BO  Z6,22-Aug-14,35.1,BOZ6 Comdty
BO  V5,22-Aug-14,33.85,BOV15 Comdty
BO  U6,22-Aug-14,35.08,BOU6 Comdty
BO  U4,22-Aug-14,32.36,BOU14 Comdty
BO  F6,22-Aug-14,34.17,BOF16 Comdty
BO  F5,22-Aug-14,32.89,BOF15 Comdty
BO  Q6,22-Aug-14,35.04,BOQ6 Comdty
BO  H6,22-Aug-14,34.41,BOH6 Comdty
BO  N7,22-Aug-14,35.1,BON7 Comdty
BO  V6,22-Aug-14,35.11,BOV6 Comdty
BO  Z7,22-Aug-14,35.1,BOZ7 Comdty
BO  Z5,25-Aug-14,34.37,BOZ5 Comdty
BO  Z4,25-Aug-14,32.96,BOZ14 Comdty
BO  Q6,25-Aug-14,35.3,BOQ6 Comdty
BO  N6,25-Aug-14,35.38,BON6 Comdty
BO  N5,25-Aug-14,34.01,BON15 Comdty
BO  V4,25-Aug-14,32.77,BOV14 Comdty
BO  K5,25-Aug-14,33.79,BOK15 Comdty
BO  K6,25-Aug-14,35.1,BOK6 Comdty
BO  Q5,25-Aug-14,34.13,BOQ15 Comdty
BO  V7,25-Aug-14,35.46,BOV7 Comdty
BO  V5,25-Aug-14,34.23,BOV15 Comdty
BO  U4,25-Aug-14,32.74,BOU14 Comdty
BO  H6,25-Aug-14,34.86,BOH6 Comdty
BO  H5,25-Aug-14,33.53,BOH15 Comdty
BO  F5,25-Aug-14,33.24,BOF15 Comdty
BO  Z6,25-Aug-14,35.46,BOZ6 Comdty
BO  U6,25-Aug-14,35.29,BOU6 Comdty
BO  V6,25-Aug-14,35.32,BOV6 Comdty
BO  U5,25-Aug-14,34.22,BOU15 Comdty
BO  F6,25-Aug-14,34.58,BOF16 Comdty
BO  Z7,25-Aug-14,35.46,BOZ7 Comdty
BO  N7,25-Aug-14,35.46,BON7 Comdty
BO  V4,26-Aug-14,33.05,BOV14 Comdty
BO  Z4,26-Aug-14,33.17,BOZ14 Comdty
BO  Z5,26-Aug-14,34.49,BOZ5 Comdty
BO  K6,26-Aug-14,35.19,BOK6 Comdty
BO  Q6,26-Aug-14,35.33,BOQ6 Comdty
BO  N6,26-Aug-14,35.43,BON6 Comdty
BO  U4,26-Aug-14,33.03,BOU14 Comdty
BO  V7,26-Aug-14,35.56,BOV7 Comdty
BO  F5,26-Aug-14,33.43,BOF15 Comdty
BO  Q5,26-Aug-14,34.27,BOQ15 Comdty
BO  Z7,26-Aug-14,35.56,BOZ7 Comdty
BO  V5,26-Aug-14,34.36,BOV15 Comdty
BO  U6,26-Aug-14,35.35,BOU6 Comdty
BO  F6,26-Aug-14,34.69,BOF16 Comdty
BO  N7,26-Aug-14,35.56,BON7 Comdty
BO  H6,26-Aug-14,34.95,BOH6 Comdty
BO  U5,26-Aug-14,34.35,BOU15 Comdty
BO  K5,26-Aug-14,33.94,BOK15 Comdty
BO  H5,26-Aug-14,33.71,BOH15 Comdty
BO  N5,26-Aug-14,34.15,BON15 Comdty
BO  Z6,26-Aug-14,35.56,BOZ6 Comdty
BO  V6,26-Aug-14,35.38,BOV6 Comdty
BO  V4,27-Aug-14,32.7,BOV14 Comdty
BO  K6,27-Aug-14,34.98,BOK6 Comdty
BO  Z5,27-Aug-14,34.28,BOZ5 Comdty
BO  H5,27-Aug-14,33.37,BOH15 Comdty
BO  Z4,27-Aug-14,32.81,BOZ14 Comdty
BO  Q5,27-Aug-14,33.98,BOQ15 Comdty
BO  U5,27-Aug-14,34.08,BOU15 Comdty
BO  V7,27-Aug-14,35.56,BOV7 Comdty
BO  N5,27-Aug-14,33.85,BON15 Comdty
BO  N6,27-Aug-14,35.18,BON6 Comdty
BO  U4,27-Aug-14,32.67,BOU14 Comdty
BO  F5,27-Aug-14,33.08,BOF15 Comdty
BO  H6,27-Aug-14,34.81,BOH6 Comdty
BO  F6,27-Aug-14,34.54,BOF16 Comdty
BO  K5,27-Aug-14,33.62,BOK15 Comdty
BO  V5,27-Aug-14,34.12,BOV15 Comdty
BO  N7,27-Aug-14,35.56,BON7 Comdty
BO  Q6,27-Aug-14,35.26,BOQ6 Comdty
BO  Z6,27-Aug-14,35.56,BOZ6 Comdty
BO  U6,27-Aug-14,35.35,BOU6 Comdty
BO  V6,27-Aug-14,35.42,BOV6 Comdty
BO  Z7,27-Aug-14,35.56,BOZ7 Comdty
BO  Z5,28-Aug-14,34.27,BOZ5 Comdty
BO  V7,28-Aug-14,35.33,BOV7 Comdty
BO  V4,28-Aug-14,32.67,BOV14 Comdty
BO  N6,28-Aug-14,35.14,BON6 Comdty
BO  Z4,28-Aug-14,32.79,BOZ14 Comdty
BO  K6,28-Aug-14,35,BOK6 Comdty
BO  U5,28-Aug-14,34.07,BOU15 Comdty
BO  Q6,28-Aug-14,35.12,BOQ6 Comdty
BO  V6,28-Aug-14,35.11,BOV6 Comdty
BO  H6,28-Aug-14,34.77,BOH6 Comdty
BO  H5,28-Aug-14,33.37,BOH15 Comdty
BO  F5,28-Aug-14,33.07,BOF15 Comdty
BO  F6,28-Aug-14,34.52,BOF16 Comdty
BO  V5,28-Aug-14,34.12,BOV15 Comdty
BO  Z6,28-Aug-14,35.33,BOZ6 Comdty
BO  U4,28-Aug-14,32.64,BOU14 Comdty
BO  Z7,28-Aug-14,35.33,BOZ7 Comdty
BO  Q5,28-Aug-14,33.98,BOQ15 Comdty
BO  N5,28-Aug-14,33.84,BON15 Comdty
BO  K5,28-Aug-14,33.61,BOK15 Comdty
BO  U6,28-Aug-14,35.14,BOU6 Comdty
BO  N7,28-Aug-14,35.33,BON7 Comdty
BO  Z5,29-Aug-14,33.63,BOZ5 Comdty
BO  Q6,29-Aug-14,34.54,BOQ6 Comdty
BO  U5,29-Aug-14,33.43,BOU15 Comdty
BO  V4,29-Aug-14,32.01,BOV14 Comdty
BO  V5,29-Aug-14,33.48,BOV15 Comdty
BO  Z4,29-Aug-14,32.14,BOZ14 Comdty
BO  Q5,29-Aug-14,33.33,BOQ15 Comdty
BO  K6,29-Aug-14,34.41,BOK6 Comdty
BO  U6,29-Aug-14,34.55,BOU6 Comdty
BO  V7,29-Aug-14,34.69,BOV7 Comdty
BO  Z6,29-Aug-14,34.69,BOZ6 Comdty
BO  N6,29-Aug-14,34.55,BON6 Comdty
BO  H5,29-Aug-14,32.69,BOH15 Comdty
BO  H6,29-Aug-14,34.16,BOH6 Comdty
BO  U4,29-Aug-14,32.04,BOU14 Comdty
BO  V6,29-Aug-14,34.52,BOV6 Comdty
BO  F6,29-Aug-14,33.89,BOF16 Comdty
BO  F5,29-Aug-14,32.4,BOF15 Comdty
BO  N7,29-Aug-14,34.69,BON7 Comdty
BO  K5,29-Aug-14,32.94,BOK15 Comdty
BO  N5,29-Aug-14,33.19,BON15 Comdty
BO  Z7,29-Aug-14,34.69,BOZ7 Comdty
BO  Z5,2-Sep-14,33.52,BOZ5 Comdty
BO  Z4,2-Sep-14,32.12,BOZ14 Comdty
BO  V4,2-Sep-14,31.95,BOV14 Comdty
BO  U5,2-Sep-14,33.36,BOU15 Comdty
BO  V7,2-Sep-14,34.57,BOV7 Comdty
BO  U4,2-Sep-14,32.01,BOU14 Comdty
BO  N5,2-Sep-14,33.13,BON15 Comdty
BO  H6,2-Sep-14,34.04,BOH6 Comdty
BO  F6,2-Sep-14,33.78,BOF16 Comdty
BO  H5,2-Sep-14,32.63,BOH15 Comdty
BO  F5,2-Sep-14,32.36,BOF15 Comdty
BO  V5,2-Sep-14,33.36,BOV15 Comdty
BO  Q5,2-Sep-14,33.26,BOQ15 Comdty
BO  N7,2-Sep-14,34.57,BON7 Comdty
BO  K5,2-Sep-14,32.89,BOK15 Comdty
BO  Z6,2-Sep-14,34.57,BOZ6 Comdty
BO  V6,2-Sep-14,34.39,BOV6 Comdty
BO  Z7,2-Sep-14,34.57,BOZ7 Comdty
BO  N6,2-Sep-14,34.44,BON6 Comdty
BO  U6,2-Sep-14,34.44,BOU6 Comdty
BO  K6,2-Sep-14,34.28,BOK6 Comdty
BO  Q6,2-Sep-14,34.43,BOQ6 Comdty
BO  Z5,3-Sep-14,33.47,BOZ5 Comdty
BO  N6,3-Sep-14,34.38,BON6 Comdty
BO  V4,3-Sep-14,31.76,BOV14 Comdty
BO  K6,3-Sep-14,34.2,BOK6 Comdty
BO  Z4,3-Sep-14,31.95,BOZ14 Comdty
BO  U4,3-Sep-14,31.73,BOU14 Comdty
BO  H5,3-Sep-14,32.5,BOH15 Comdty
BO  V7,3-Sep-14,34.52,BOV7 Comdty
BO  K5,3-Sep-14,32.77,BOK15 Comdty
BO  Q6,3-Sep-14,34.36,BOQ6 Comdty
BO  N5,3-Sep-14,33.03,BON15 Comdty
BO  U5,3-Sep-14,33.25,BOU15 Comdty
BO  V6,3-Sep-14,34.32,BOV6 Comdty
BO  F5,3-Sep-14,32.21,BOF15 Comdty
BO  Z7,3-Sep-14,34.52,BOZ7 Comdty
BO  Q5,3-Sep-14,33.16,BOQ15 Comdty
BO  N7,3-Sep-14,34.52,BON7 Comdty
BO  V5,3-Sep-14,33.31,BOV15 Comdty
BO  Z6,3-Sep-14,34.52,BOZ6 Comdty
BO  U6,3-Sep-14,34.37,BOU6 Comdty
BO  F6,3-Sep-14,33.72,BOF16 Comdty
BO  H6,3-Sep-14,33.97,BOH6 Comdty
BO  Z5,4-Sep-14,33.69,BOZ5 Comdty
BO  Z4,4-Sep-14,32.21,BOZ14 Comdty
BO  V4,4-Sep-14,32,BOV14 Comdty
BO  F5,4-Sep-14,32.48,BOF15 Comdty
BO  N6,4-Sep-14,34.55,BON6 Comdty
BO  N5,4-Sep-14,33.26,BON15 Comdty
BO  K6,4-Sep-14,34.4,BOK6 Comdty
BO  K5,4-Sep-14,33.02,BOK15 Comdty
BO  Q6,4-Sep-14,34.57,BOQ6 Comdty
BO  H5,4-Sep-14,32.77,BOH15 Comdty
BO  U5,4-Sep-14,33.49,BOU15 Comdty
BO  U4,4-Sep-14,31.97,BOU14 Comdty
BO  V5,4-Sep-14,33.54,BOV15 Comdty
BO  Z7,4-Sep-14,34.75,BOZ7 Comdty
BO  Q5,4-Sep-14,33.39,BOQ15 Comdty
BO  U6,4-Sep-14,34.59,BOU6 Comdty
BO  F6,4-Sep-14,33.94,BOF16 Comdty
BO  H6,4-Sep-14,34.19,BOH6 Comdty
BO  Z6,4-Sep-14,34.75,BOZ6 Comdty
BO  N7,4-Sep-14,34.75,BON7 Comdty
BO  V7,4-Sep-14,34.75,BOV7 Comdty
BO  V6,4-Sep-14,34.54,BOV6 Comdty
BO  V4,5-Sep-14,32.28,BOV14 Comdty
BO  Z4,5-Sep-14,32.48,BOZ14 Comdty
BO  N6,5-Sep-14,34.92,BON6 Comdty
BO  Z5,5-Sep-14,33.94,BOZ5 Comdty
BO  K6,5-Sep-14,34.7,BOK6 Comdty
BO  V7,5-Sep-14,35.02,BOV7 Comdty
BO  N5,5-Sep-14,33.51,BON15 Comdty
BO  Q6,5-Sep-14,34.89,BOQ6 Comdty
BO  H6,5-Sep-14,34.45,BOH6 Comdty
BO  F6,5-Sep-14,34.19,BOF16 Comdty
BO  H5,5-Sep-14,33.05,BOH15 Comdty
BO  U5,5-Sep-14,33.74,BOU15 Comdty
BO  F5,5-Sep-14,32.76,BOF15 Comdty
BO  Q5,5-Sep-14,33.63,BOQ15 Comdty
BO  K5,5-Sep-14,33.28,BOK15 Comdty
BO  V5,5-Sep-14,33.8,BOV15 Comdty
BO  V6,5-Sep-14,34.88,BOV6 Comdty
BO  U4,5-Sep-14,32.35,BOU14 Comdty
BO  Z7,5-Sep-14,35.02,BOZ7 Comdty
BO  U6,5-Sep-14,34.88,BOU6 Comdty
BO  N7,5-Sep-14,35.02,BON7 Comdty
BO  Z6,5-Sep-14,35.02,BOZ6 Comdty
BO  Z5,8-Sep-14,33.65,BOZ5 Comdty
BO  V4,8-Sep-14,31.96,BOV14 Comdty
BO  Z4,8-Sep-14,32.14,BOZ14 Comdty
BO  V7,8-Sep-14,34.73,BOV7 Comdty
BO  Q6,8-Sep-14,34.58,BOQ6 Comdty
BO  N6,8-Sep-14,34.61,BON6 Comdty
BO  N5,8-Sep-14,33.21,BON15 Comdty
BO  K6,8-Sep-14,34.41,BOK6 Comdty
BO  V5,8-Sep-14,33.5,BOV15 Comdty
BO  U4,8-Sep-14,32.03,BOU14 Comdty
BO  K5,8-Sep-14,32.99,BOK15 Comdty
BO  U5,8-Sep-14,33.44,BOU15 Comdty
BO  Z6,8-Sep-14,34.73,BOZ6 Comdty
BO  Q5,8-Sep-14,33.35,BOQ15 Comdty
BO  V6,8-Sep-14,34.56,BOV6 Comdty
BO  H5,8-Sep-14,32.72,BOH15 Comdty
BO  Z7,8-Sep-14,34.73,BOZ7 Comdty
BO  F5,8-Sep-14,32.42,BOF15 Comdty
BO  U6,8-Sep-14,34.58,BOU6 Comdty
BO  H6,8-Sep-14,34.16,BOH6 Comdty
BO  F6,8-Sep-14,33.9,BOF16 Comdty
BO  N7,8-Sep-14,34.73,BON7 Comdty
BO  N6,9-Sep-14,34.19,BON6 Comdty
BO  V4,9-Sep-14,31.56,BOV14 Comdty
BO  Z5,9-Sep-14,33.21,BOZ5 Comdty
BO  Z4,9-Sep-14,31.72,BOZ14 Comdty
BO  K6,9-Sep-14,34.01,BOK6 Comdty
BO  Q6,9-Sep-14,34.18,BOQ6 Comdty
BO  V7,9-Sep-14,34.31,BOV7 Comdty
BO  H5,9-Sep-14,32.29,BOH15 Comdty
BO  U5,9-Sep-14,32.98,BOU15 Comdty
BO  U4,9-Sep-14,31.59,BOU14 Comdty
BO  F5,9-Sep-14,31.99,BOF15 Comdty
BO  Q5,9-Sep-14,32.88,BOQ15 Comdty
BO  K5,9-Sep-14,32.54,BOK15 Comdty
BO  F6,9-Sep-14,33.47,BOF16 Comdty
BO  N5,9-Sep-14,32.74,BON15 Comdty
BO  V5,9-Sep-14,33.05,BOV15 Comdty
BO  N7,9-Sep-14,34.31,BON7 Comdty
BO  H6,9-Sep-14,33.75,BOH6 Comdty
BO  Z6,9-Sep-14,34.31,BOZ6 Comdty
BO  V6,9-Sep-14,34.14,BOV6 Comdty
BO  Z7,9-Sep-14,34.31,BOZ7 Comdty
BO  U6,9-Sep-14,34.16,BOU6 Comdty
BO  V4,10-Sep-14,31.63,BOV14 Comdty
BO  Z5,10-Sep-14,33.36,BOZ5 Comdty
BO  Z4,10-Sep-14,31.83,BOZ14 Comdty
BO  Q5,10-Sep-14,33.01,BOQ15 Comdty
BO  V7,10-Sep-14,34.45,BOV7 Comdty
BO  U5,10-Sep-14,33.11,BOU15 Comdty
BO  N6,10-Sep-14,34.34,BON6 Comdty
BO  U4,10-Sep-14,31.58,BOU14 Comdty
BO  K6,10-Sep-14,34.16,BOK6 Comdty
BO  N5,10-Sep-14,32.88,BON15 Comdty
BO  Q6,10-Sep-14,34.31,BOQ6 Comdty
BO  K5,10-Sep-14,32.66,BOK15 Comdty
BO  V5,10-Sep-14,33.18,BOV15 Comdty
BO  F5,10-Sep-14,32.1,BOF15 Comdty
BO  F6,10-Sep-14,33.61,BOF16 Comdty
BO  H5,10-Sep-14,32.41,BOH15 Comdty
BO  Z6,10-Sep-14,34.45,BOZ6 Comdty
BO  Z7,10-Sep-14,34.45,BOZ7 Comdty
BO  V6,10-Sep-14,34.28,BOV6 Comdty
BO  N7,10-Sep-14,34.45,BON7 Comdty
BO  U6,10-Sep-14,34.3,BOU6 Comdty
BO  H6,10-Sep-14,33.89,BOH6 Comdty
BO  Z4,11-Sep-14,31.71,BOZ14 Comdty
BO  V4,11-Sep-14,31.5,BOV14 Comdty
BO  Z5,11-Sep-14,33.2,BOZ5 Comdty
BO  V7,11-Sep-14,34.29,BOV7 Comdty
BO  Q6,11-Sep-14,34.15,BOQ6 Comdty
BO  N6,11-Sep-14,34.19,BON6 Comdty
BO  U4,11-Sep-14,31.44,BOU14 Comdty
BO  K6,11-Sep-14,34,BOK6 Comdty
BO  F5,11-Sep-14,31.99,BOF15 Comdty
BO  Q5,11-Sep-14,32.89,BOQ15 Comdty
BO  N5,11-Sep-14,32.76,BON15 Comdty
