pdt,order,value_date,underlying_id,vol_id,op_id,call_put_id,tau,strike,settle_vol
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,450,0.24699666399999998
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,460,0.265330719
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,460,0.251659354
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,470,0.276170776
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,470,0.260506267
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,480,0.28523191800000003
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,480,0.266956749
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,490,0.292310854
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,490,0.270366131
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,500,0.29703081600000003
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,500,0.269325379
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,510,0.311414812
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,510,0.282730414
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,520,0.312265422
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,520,0.271985682
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,530,0.325481382
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,530,0.283914562
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,540,0.338357943
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,540,0.295549047
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,550,0.350913631
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,550,0.306904667
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,560,0.344730975
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,560,0.0
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,570,0.356246405
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,570,0.0
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,580,0.367501444
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,580,0.0
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,590,0.37850741600000004
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,590,0.0
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,600,0.389275628
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,600,0.0
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,610,0.399816633
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,610,0.0
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,620,0.41013837200000003
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,620,0.0
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,630,0.42025353200000004
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,630,0.0
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,640,0.39852072200000005
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,640,0.0
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,650,0.4076998
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,650,0.0
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,660,0.41670754299999996
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,660,0.0
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,C,0.3013698630136986,670,0.425549167
C,1.0,2017-01-01,C  K7,C  K7.K7,K7,P,0.3013698630136986,670,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,170,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,170,0.534811967
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,180,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,180,0.496467754
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,190,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,190,0.46014267700000006
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,200,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,200,0.425608802
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,210,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,210,0.392672972
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,220,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,220,0.361164919
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,230,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,230,0.330938775
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,240,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,240,0.301862587
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,250,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,250,0.27381799
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,260,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,260,0.246698012
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,270,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,270,0.220399893
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,280,0.194826737
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,280,0.214502348
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,290,0.20008271600000002
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,290,0.210258828
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,300,0.202628798
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,300,0.20855767100000003
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,310,0.199534358
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,310,0.203521383
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,320,0.200083476
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,320,0.20290075300000002
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,330,0.19874867899999998
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,330,0.200934127
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,340,0.203338792
